PPID,FS,Unit,Level,Feature,Art,Size Grade,Weight (g),Chert,Cortex,Flake,Category,Modified,Thermal Alteration,Tool Class,Tool Class Comment,Pottery,Pottery Comment,Historic,Historic Comment,Comment,x,y,z
113,2017-055,N547E390,15,,22,"1""",819.2,FALSE,FALSE,FALSE,,FALSE,FALSE,Other,Sandstone,FALSE,,FALSE,,,390.697,547.121,100.007
114,2017-055,N547E390,15,,24,"1""",50.6,FALSE,FALSE,FALSE,,FALSE,FALSE,Other,sandstone,FALSE,,FALSE,,,390.482,547.045,100.031
111,2017-055,N547E390,15,,26,"1/2""",1.4,TRUE,FALSE,TRUE,Distal,TRUE,FALSE,Biface,projectile point,FALSE,,FALSE,,Blade core fragment?,390.687,547.649,100.052
115,2017-055,N547E390,15,,28,"1""",747.1,FALSE,FALSE,FALSE,,FALSE,FALSE,Other,Sandstone,FALSE,,FALSE,,,390.012,547.944,100.055
112,2017-055,N547E390,15,,30,"1""",15.8,TRUE,FALSE,FALSE,,TRUE,TRUE,Biface,fragment,FALSE,,FALSE,,,390.054,547.155,100.012
287,2017-085,N547E391,13,,33,"1/2""",6.3,TRUE,FALSE,FALSE,,TRUE,TRUE,Uniface,unifacially modified flake,FALSE,,FALSE,,,391.294,547.078,100.09
247,2017-085,N547E391,13,,34,"1/2""",2.9,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.318,547.121,100.094
248,2017-085,N547E391,13,,35,"1/4""",1.4,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.081,547.186,100.103
249,2017-085,N547E391,13,,36,"1/2""",5.2,TRUE,FALSE,TRUE,Distal,FALSE,TRUE,,,FALSE,,FALSE,,,391.083,547.259,100.113
250,2017-085,N547E391,13,,37,"1/4""",2.4,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.314,547.25,100.095
251,2017-085,N547E391,13,,38,"1/2""",4.5,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.094,547.38,100.115
252,2017-085,N547E391,13,,39,"1/2""",3.5,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.094,547.474,100.118
253,2017-085,N547E391,13,,40,"3/4""",6.4,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.106,547.532,100.114
254,2017-085,N547E391,13,,41,"1/4""",0.5,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.173,547.419,100.125
255,2017-085,N547E391,13,,42,"1/2""",3,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.185,547.437,100.113
256,2017-085,N547E391,13,,43,"1/2""",1.6,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.165,547.522,100.091
289,2017-085,N547E391,13,,44,"1""",43.5,TRUE,FALSE,FALSE,,FALSE,FALSE,Other,Rock/Cobble,FALSE,,FALSE,,,391.201,547.516,100.089
516,2017-128,N547E392,18,,1,"1/2""",1.8,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,392.45,547.174,99.916
517,2017-128,N547E392,18,,2,"1""",15,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,392.306,547.158,99.917
518,2017-128,N547E392,18,,4,"3/4""",5.8,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,392.18,547.581,99.926
519,2017-128,N547E392,18,,5,"3/4""",7.2,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,392.405,547.843,99.91
257,2017-085,N547E391,13,,45,"1/2""",2.5,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.306,547.477,100.118
258,2017-085,N547E391,13,,46,"1""",17.4,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.486,547.293,100.102
259,2017-085,N547E391,13,,47,"1/2""",2.1,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.438,547.348,100.102
260,2017-085,N547E391,13,,48,"1/4""",1.2,TRUE,FALSE,TRUE,Proximal,FALSE,FALSE,,,FALSE,,FALSE,,,391.456,547.419,100.106
261,2017-085,N547E391,13,,49,"1/2""",4.1,TRUE,FALSE,TRUE,Shatter,FALSE,FALSE,,,FALSE,,FALSE,,,391.488,547.375,100.106
262,2017-085,N547E391,13,,50,"1/4""",0.8,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.083,547.819,100.099
263,2017-085,N547E391,13,,51,"1/4""",1.1,TRUE,FALSE,TRUE,Medial,FALSE,TRUE,,,FALSE,,FALSE,,,391.209,547.946,100.082
264,2017-085,N547E391,13,,52,"1/4""",0.6,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.242,547.946,100.079
265,2017-085,N547E391,13,,53,"1/4""",0.4,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.469,547.948,100.089
266,2017-085,N547E391,13,,54,"1/2""",4.6,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.556,547.946,100.096
267,2017-085,N547E391,13,,55,"1/2""",3.2,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.771,547.975,100.119
268,2017-085,N547E391,13,,56,"3/4""",4.2,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.781,547.974,100.119
269,2017-085,N547E391,13,,57,"1/2""",3.5,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.647,547.811,100.092
270,2017-085,N547E391,13,,58,"1/4""",0.8,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.641,547.739,100.108
271,2017-085,N547E391,13,,59,"1/2""",2.1,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.68,547.656,100.106
272,2017-085,N547E391,13,,60,"1/2""",3.9,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.673,547.429,100.105
273,2017-085,N547E391,13,,61,"1/4""",2,TRUE,FALSE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.971,547.205,100.079
274,2017-085,N547E391,13,,62,"1/2""",3.1,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.554,547.332,100.106
520,2017-130,N547E392,19,,1,"1/2""",3.3,TRUE,FALSE,TRUE,Shatter,FALSE,FALSE,,,FALSE,,FALSE,,,392.085,547.058,99.879
275,2017-085,N547E391,13,,63,"1/2""",1.2,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.318,547.414,100.1
276,2017-085,N547E391,13,,64,"1/2""",1.3,TRUE,FALSE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.345,547.498,100.093
277,2017-085,N547E391,13,,65,"1/2""",1.8,TRUE,TRUE,TRUE,Medial,FALSE,TRUE,,,FALSE,,FALSE,,,391.308,547.411,100.094
278,2017-085,N547E391,13,,66,"1/4""",1.3,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.305,547.426,100.093
279,2017-085,N547E391,13,,67,"1/4""",0.8,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.216,547.384,100.11
280,2017-085,N547E391,13,,68,"1/4""",1.8,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.192,547.4,100.111
281,2017-085,N547E391,13,,69,"1/4""",0.8,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.165,547.375,100.102
282,2017-085,N547E391,13,,70,"3/4""",4.9,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.118,547.362,100.107
283,2017-085,N547E391,13,,71,"1/2""",2.4,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.113,547.417,100.103
284,2017-085,N547E391,13,,72,"1""",13.2,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.089,547.359,100.086
285,2017-085,N547E391,13,,73,"1/2""",1.3,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.056,547.382,100.104
286,2017-085,N547E391,13,,74,"3/4""",14.2,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.079,547.45,100.098
288,2017-085,N547E391,13,,75,"1""",32.1,TRUE,FALSE,TRUE,Medial,TRUE,TRUE,Biface,fragment,FALSE,,FALSE,,Big Sandy Base; Scraper,391.051,547.478,100.075
756,2017-198,N548E391,13,,2,"3/4""",6.9,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.245,548.619,100.215
757,2017-198,N548E391,13,,3,"1/4""",0.7,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.291,548.716,100.224
758,2017-198,N548E391,13,,4,"1/4""",1.1,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.413,548.938,100.207
759,2017-198,N548E391,13,,5,"1/2""",3.9,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.562,548.873,100.203
760,2017-198,N548E391,13,,6,"1/4""",1.8,TRUE,FALSE,TRUE,Distal,FALSE,TRUE,,,FALSE,,FALSE,,,391.763,548.665,100.211
761,2017-198,N548E391,13,,7,"1/4""",3.3,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.971,548.721,100.213
790,2017-198,N548E391,13,,8,"1/2""",4.4,FALSE,FALSE,FALSE,,FALSE,FALSE,Other,Sandstone,FALSE,,FALSE,,Jude,391.883,548.539,100.225
762,2017-198,N548E391,13,,9,"1/4""",0.9,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.72,548.515,100.223
763,2017-198,N548E391,13,,10,"1/2""",1.9,TRUE,TRUE,TRUE,Distal,FALSE,FALSE,,,FALSE,,FALSE,,,391.722,548.424,100.215
764,2017-198,N548E391,13,,11,"1""",2.2,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.684,548.373,100.206
765,2017-198,N548E391,13,,12,"1/2""",9,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.973,548.384,100.19
766,2017-198,N548E391,13,,13,"1/2""",1.4,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.958,548.218,100.199
767,2017-198,N548E391,13,,14,"1/4""",0.7,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.814,548.194,100.22
768,2017-198,N548E391,13,,15,"1""",6.5,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.733,548.147,100.202
769,2017-198,N548E391,13,,16,"1/2""",1.3,TRUE,TRUE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.506,548.053,100.209
770,2017-198,N548E391,13,,17,"1/2""",1.9,TRUE,FALSE,TRUE,Proximal,FALSE,FALSE,,,FALSE,,FALSE,,,391.441,548.149,100.208
771,2017-198,N548E391,13,,18,"1/2""",5.6,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.349,548.093,100.201
788,2017-198,N548E391,13,,19,"1""",26,TRUE,TRUE,TRUE,Complete,TRUE,FALSE,Uniface,,FALSE,,FALSE,,,391.208,548.14,100.187
772,2017-198,N548E391,13,,20,"1/4""",0.5,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.138,548.131,100.197
773,2017-198,N548E391,13,,21,"1/4""",1.3,TRUE,FALSE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.095,548.214,100.246
774,2017-198,N548E391,13,,22,"1/4""",0.7,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.191,548.223,100.2
775,2017-198,N548E391,13,,23,"1/2""",3,TRUE,TRUE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.216,548.306,100.213
776,2017-198,N548E391,13,,24,"1/4""",0.4,TRUE,FALSE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.312,548.271,100.224
777,2017-198,N548E391,13,,25,"1/2""",1,TRUE,FALSE,TRUE,Distal,FALSE,FALSE,,,FALSE,,FALSE,,,391.348,548.308,100.221
789,2017-198,N548E391,13,,26,"1/2""",2.6,TRUE,FALSE,TRUE,Complete,TRUE,FALSE,Biface,unidentified,FALSE,,FALSE,,,391.388,548.356,100.216
778,2017-198,N548E391,13,,27,"1/2""",1.3,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.314,548.399,100.23
779,2017-198,N548E391,13,,28,"1""",3.5,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.185,548.382,100.206
780,2017-198,N548E391,13,,29,"1/4""",1.1,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.112,548.397,100.238
781,2017-198,N548E391,13,,30,"1/2""",1.4,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.105,548.338,100.241
782,2017-198,N548E391,13,,31,"1/2""",2.4,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.126,548.22,100.198
783,2017-198,N548E391,13,,32,"1/2""",3.4,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.05,548.283,100.229
784,2017-198,N548E391,13,,33,"1/2""",2.3,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.439,548.33,100.194
785,2017-198,N548E391,13,,34,"1/2""",2.9,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.274,548.546,100.199
786,2017-198,N548E391,13,,35,"1/4""",1,TRUE,FALSE,TRUE,Medial,FALSE,FALSE,,,FALSE,,FALSE,,,391.026,548.674,100.234
329,2017-087,N547E391,14,,1,"3/4""",3.1,TRUE,FALSE,TRUE,Complete,TRUE,FALSE,Biface,projectile point,FALSE,,FALSE,,,391.263,547.694,100.066
330,2017-087,N547E391,14,,2,"1""",40.4,TRUE,FALSE,TRUE,Complete,TRUE,FALSE,Biface,unidentified,FALSE,,FALSE,,Base?,391.271,547.398,100.075
540,2017-165,N548E390,11,,3,"1/2""",5.7,FALSE,FALSE,FALSE,,FALSE,TRUE,Other,Fired Clay,FALSE,,FALSE,,,390.996,548.834,100.208
529,2017-165,N548E390,11,,4,"1/4""",1.4,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.985,548.588,100.21
530,2017-165,N548E390,11,,5,"1/2""",1.7,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,390.974,548.559,100.205
531,2017-165,N548E390,11,,6,"1/4""",1.2,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.673,548.762,100.235
532,2017-165,N548E390,11,,7,"1/2""",2.5,TRUE,FALSE,TRUE,Distal,FALSE,FALSE,,,FALSE,,FALSE,,,390.109,548.834,100.244
533,2017-165,N548E390,11,,8,"1/4""",1.3,TRUE,TRUE,TRUE,Medial,FALSE,TRUE,,,FALSE,,FALSE,,,390.585,548.416,100.244
534,2017-165,N548E390,11,,9,"1/2""",1,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.816,548.331,100.257
535,2017-165,N548E390,11,,10,"1/2""",2.6,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.844,548.221,100.212
536,2017-165,N548E390,11,,11,"1/2""",5.1,TRUE,FALSE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,390.344,548.363,100.249
537,2017-165,N548E390,11,,12,"1/2""",1.7,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.399,548.249,100.265
538,2017-165,N548E390,11,,13,"1/2""",1.8,TRUE,TRUE,TRUE,Distal,FALSE,TRUE,,,FALSE,,FALSE,,,390.361,548.214,100.251
539,2017-165,N548E390,11,,14,"3/4""",6.8,TRUE,TRUE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,390.152,548.13,100.267
117,2017-057,N547E390,16,,1,"1/2""",1.1,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.074,547.643,99.966
118,2017-057,N547E390,16,,2,"1/2""",2.9,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,390.099,547.367,99.964
119,2017-057,N547E390,16,,3,"1/2""",3.5,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,390.098,547.057,99.989
120,2017-057,N547E390,16,,4,"1/2""",3,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.265,547.539,99.98
121,2017-057,N547E390,16,,5,"3/4""",6.1,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,390.455,547.542,99.96
124,2017-057,N547E390,16,,6,"1/2""",5.4,TRUE,FALSE,TRUE,Complete,TRUE,FALSE,Uniface,unifacially modified flake,FALSE,,FALSE,,Distal point blade; Dalton?,390.791,547.109,99.965
125,2017-057,N547E390,16,,7,"1""",129.3,TRUE,FALSE,FALSE,,FALSE,FALSE,Other,Cobble,FALSE,,FALSE,,Unilateral edge retouch,390.964,547.107,99.983
122,2017-057,N547E390,16,,8,"3/4""",5.4,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.81,547.39,99.974
123,2017-057,N547E390,16,,9,"1/2""",2.5,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.74,547.962,99.982
126,2017-057,N547E390,16,,10,"1/2""",5.8,TRUE,FALSE,FALSE,,FALSE,FALSE,Other,Rock,FALSE,,FALSE,,,390.091,547.13,99.94
1051,2017-233,N548E392,13,,3,"3/4""",8.8,TRUE,FALSE,TRUE,Complete,TRUE,FALSE,Biface,other,FALSE,,FALSE,,,392.063,548.163,100.045
1038,2017-233,N548E392,13,,4,"1/2""",3.5,TRUE,FALSE,TRUE,Distal,FALSE,TRUE,,,FALSE,,FALSE,,,392.157,548.007,100.1
1039,2017-233,N548E392,13,,5,"3/4""",10.2,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,392.251,548.01,99.995
1054,2017-233,N548E392,13,,6,"3/4""",12.9,FALSE,FALSE,FALSE,,FALSE,FALSE,Other,Sandstone,FALSE,,FALSE,,Ochre?,392.374,548.155,100.021
1040,2017-233,N548E392,13,,7,"1""",41.3,TRUE,FALSE,TRUE,Distal,FALSE,TRUE,,,FALSE,,FALSE,,,392.472,548.204,100.076
1041,2017-233,N548E392,13,,8,"3/4""",5.5,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,392.534,548.188,100.115
1042,2017-233,N548E392,13,,9,"1/2""",2.5,TRUE,FALSE,TRUE,Medial,FALSE,TRUE,,,FALSE,,FALSE,,,392.37,548.319,100.058
1043,2017-233,N548E392,13,,10,"3/4""",5.3,TRUE,FALSE,TRUE,Distal,FALSE,TRUE,,,FALSE,,FALSE,,,392.146,548.35,100.076
1044,2017-233,N548E392,13,,11,"1/2""",5.9,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,392.214,548.474,100.086
1045,2017-233,N548E392,13,,14,"1/2""",4.3,TRUE,TRUE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,392.058,548.627,100.103
1052,2017-233,N548E392,13,,15,"3/4""",11.5,TRUE,TRUE,TRUE,Distal,TRUE,TRUE,Biface,other,FALSE,,FALSE,,Abrader?,392.425,548.87,100.095
127,2017-059,N547E390,17,,1,"3/4""",12,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,390.093,547.785,99.928
128,2017-059,N547E390,17,,2,"1""",79.3,TRUE,FALSE,FALSE,,FALSE,FALSE,Other,Rock,FALSE,,FALSE,,,390.309,547.15,99.926
332,2017-087,N547E391,14,,6,"1""",20.9,TRUE,FALSE,TRUE,Complete,TRUE,TRUE,Biface,unidentified,FALSE,,FALSE,,Biface edge,391.408,547.188,100.052
791,2017-200,N548E391,14,,1,"3/4""",1,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.235,548.809,100.155
792,2017-200,N548E391,14,,2,"1/2""",1.8,TRUE,TRUE,TRUE,Distal,FALSE,TRUE,,,FALSE,,FALSE,,,391.241,548.787,100.154
793,2017-200,N548E391,14,,3,"1""",4.1,TRUE,TRUE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.101,548.787,100.172
794,2017-200,N548E391,14,,4,"1/4""",1.7,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.083,548.722,100.184
795,2017-200,N548E391,14,,5,"1/2""",1,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.064,548.682,100.192
796,2017-200,N548E391,14,,6,"1/2""",1.3,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.132,548.634,100.179
797,2017-200,N548E391,14,,7,"1/4""",0.8,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.135,548.577,100.198
798,2017-200,N548E391,14,,8,"1/2""",3.4,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.209,548.394,100.192
799,2017-200,N548E391,14,,9,"1/2""",1.6,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.191,548.332,100.18
800,2017-200,N548E391,14,,10,"1/2""",2.5,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.113,548.368,100.184
801,2017-200,N548E391,14,,11,"1/2""",1.9,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.094,548.377,100.173
802,2017-200,N548E391,14,,12,"1/4""",1.5,TRUE,TRUE,TRUE,Distal,FALSE,TRUE,,,FALSE,,FALSE,,,391.112,548.311,100.165
822,2017-200,N548E391,14,,13,"1/2""",4.8,TRUE,FALSE,TRUE,Medial,TRUE,FALSE,Biface,fragment,FALSE,,FALSE,,,391.075,548.342,100.172
803,2017-200,N548E391,14,,14,"1/4""",1,TRUE,TRUE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.078,548.252,100.162
804,2017-200,N548E391,14,,15,"1/4""",0.2,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.059,548.157,100.158
805,2017-200,N548E391,14,,16,"1/2""",4.9,TRUE,TRUE,TRUE,Shatter,FALSE,FALSE,,,FALSE,,FALSE,,,391.057,548.078,100.159
806,2017-200,N548E391,14,,17,"1/2""",5.2,TRUE,TRUE,TRUE,Shatter,FALSE,FALSE,,,FALSE,,FALSE,,,391.471,548.751,100.163
807,2017-200,N548E391,14,,18,"3/4""",1.2,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.702,548.742,100.184
808,2017-200,N548E391,14,,19,"1/2""",0.8,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.689,548.684,100.157
809,2017-200,N548E391,14,,20,"1/2""",5.2,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.88,548.526,100.202
810,2017-200,N548E391,14,,21,"1/2""",2.1,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.964,548.486,100.193
811,2017-200,N548E391,14,,22,"1/4""",0.4,TRUE,FALSE,TRUE,Distal,FALSE,TRUE,,,FALSE,,FALSE,,,391.956,548.287,100.162
812,2017-200,N548E391,14,,23,"1/2""",2.7,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.745,548.337,100.158
813,2017-200,N548E391,14,,24,"1/2""",1.9,TRUE,TRUE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.603,548.344,100.167
814,2017-200,N548E391,14,,25,"3/4""",2.1,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.5,548.315,100.181
815,2017-200,N548E391,14,,26,"1/2""",2.2,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.656,548.243,100.191
823,2017-200,N548E391,14,,27,"1/2""",5.7,TRUE,FALSE,FALSE,,TRUE,TRUE,Biface,fragment,FALSE,,FALSE,,,391.667,548.188,100.193
816,2017-200,N548E391,14,,28,"1/2""",3.8,TRUE,TRUE,TRUE,Shatter,FALSE,FALSE,,,FALSE,,FALSE,,,391.464,548.175,100.166
817,2017-200,N548E391,14,,29,"1/2""",1.9,TRUE,TRUE,TRUE,Medial,FALSE,TRUE,,,FALSE,,FALSE,,,391.424,548.178,100.189
818,2017-200,N548E391,14,,30,"1/4""",1.1,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.429,548.126,100.182
1046,2017-233,N548E392,13,,17,"1""",5.3,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,392.174,548.011,100.004
824,2017-200,N548E391,14,,31,"1/4""",2,TRUE,TRUE,FALSE,,TRUE,TRUE,Biface,fragment,FALSE,,FALSE,,,391.686,548.204,100.173
819,2017-200,N548E391,14,,32,"1/4""",0.9,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.552,548.355,100.159
820,2017-200,N548E391,14,,33,"1/4""",0.6,TRUE,FALSE,TRUE,Medial,FALSE,FALSE,,,FALSE,,FALSE,,,391.265,548.049,100.151
821,2017-200,N548E391,14,,34,"1/2""",2.6,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.169,548.315,100.159
129,2017-061,N547E390,18,,1,"3/4""",17.1,TRUE,FALSE,FALSE,,FALSE,FALSE,Other,Rock,FALSE,,FALSE,,,390.091,547.314,99.874
541,2017-167,N548E390,12,,1,"1/2""",1.9,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,390.954,548.059,100.174
542,2017-167,N548E390,12,,2,"1/2""",3.6,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,390.72,548.148,100.178
543,2017-167,N548E390,12,,3,"1/4""",0.7,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.215,548.014,100.213
544,2017-167,N548E390,12,,4,"1/2""",6.9,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.534,548.221,100.197
