PPID,FS,Unit,Level,Feature,Art,Size Grade,Weight (g),Chert,Cortex,Flake,Category,Modified,Thermal Alteration,Tool Class,Tool Class Comment,Pottery,Pottery Comment,Historic,Historic Comment,Comment,x,y,z
66,2017-053,N547E390,14,,16,"3/4""",7.5,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,390.891,547.196,100.074
67,2017-053,N547E390,14,,17,"1""",31.1,TRUE,TRUE,TRUE,Distal,FALSE,FALSE,,,FALSE,,FALSE,,,390.834,547.353,100.061
68,2017-053,N547E390,14,,18,"1/2""",2,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.853,547.421,100.087
69,2017-053,N547E390,14,,19,"1/2""",6.6,TRUE,TRUE,TRUE,Shatter,FALSE,FALSE,,,FALSE,,FALSE,,Dalton,390.229,547.846,100.084
85,2017-053,N547E390,14,,20,"1/2""",5,TRUE,FALSE,TRUE,Distal,TRUE,TRUE,Biface,projectile point,FALSE,,FALSE,,Bilateral edge retouch,390.424,547.619,100.107
70,2017-053,N547E390,14,,21,"1/2""",5.6,TRUE,FALSE,TRUE,Proximal,FALSE,FALSE,,,FALSE,,FALSE,,,390.428,547.722,100.088
86,2017-053,N547E390,14,,22,"1/2""",5,TRUE,TRUE,TRUE,Complete,TRUE,TRUE,Uniface,unifacially modified flake,FALSE,,FALSE,,,390.557,547.677,100.075
92,2017-053,N547E390,14,,23,"1""",35.3,TRUE,FALSE,FALSE,,FALSE,FALSE,Other,Cobble,FALSE,,FALSE,,St. Charles base?,390.523,547.627,100.086
71,2017-053,N547E390,14,,24,"1/4""",1.1,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.837,547.592,100.065
72,2017-053,N547E390,14,,25,"3/4""",8.3,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,Dalton? Big Sandy?,390.812,547.738,100.076
200,2017-083,N547E391,12,,29,"1/2""",0.6,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.101,547.291,100.151
201,2017-083,N547E391,12,,30,"1/2""",15,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.143,547.387,100.164
202,2017-083,N547E391,12,,31,"1/2""",1.4,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.205,547.393,100.147
203,2017-083,N547E391,12,,32,"1/2""",2,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.144,547.461,100.152
204,2017-083,N547E391,12,,33,"1/2""",2.5,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.268,547.495,100.158
205,2017-083,N547E391,12,,34,"1/2""",4.9,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.323,547.51,100.153
206,2017-083,N547E391,12,,35,"1/2""",4.9,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.396,547.473,100.157
214,2017-083,N547E391,12,,36,"1/2""",4.1,FALSE,FALSE,FALSE,,FALSE,FALSE,Other,Sandstone,FALSE,,FALSE,,Preform?,391.559,547.517,100.16
207,2017-083,N547E391,12,,37,"1/2""",6.6,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.317,547.608,100.173
212,2017-083,N547E391,12,,38,"1/4""",2.1,TRUE,FALSE,FALSE,,TRUE,TRUE,Biface,fragment,FALSE,,FALSE,,,391.6,547.683,100.172
213,2017-083,N547E391,12,,39,"1/2""",3.3,TRUE,FALSE,TRUE,Proximal,TRUE,FALSE,Biface,projectile point,FALSE,,FALSE,,Fossiliferous,391.732,547.793,100.149
208,2017-083,N547E391,12,,40,"1/2""",2.7,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.805,547.762,100.151
209,2017-083,N547E391,12,,41,"1/2""",1.3,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.103,547.891,100.149
210,2017-083,N547E391,12,,42,"1/2""",1.2,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.126,547.872,100.148
211,2017-083,N547E391,12,,43,"1/2""",3.4,TRUE,FALSE,TRUE,Distal,FALSE,FALSE,,,FALSE,,FALSE,,,391.852,547.916,100.155
487,2017-124,N547E392,16,,2,"1/4""",0.6,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,392.889,547.253,99.989
488,2017-124,N547E392,16,,3,"1/4""",1.7,TRUE,TRUE,TRUE,Distal,FALSE,TRUE,,,FALSE,,FALSE,,,392.625,547.542,100.015
489,2017-124,N547E392,16,,4,"1/2""",4.4,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,392.604,547.535,100.006
490,2017-124,N547E392,16,,5,"1/4""",1.5,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,392.567,547.7,100.002
491,2017-124,N547E392,16,,6,"1/2""",1.1,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,392.579,547.686,100.001
504,2017-124,N547E392,16,,7,"3/4""",33.9,TRUE,FALSE,FALSE,,FALSE,FALSE,Other,Cobble,FALSE,,FALSE,,Same nodule as N547E390-14 #8?,392.808,547.766,99.965
502,2017-124,N547E392,16,,8,"1/2""",3.8,TRUE,FALSE,TRUE,Complete,TRUE,FALSE,Biface,projectile point,FALSE,,FALSE,,,392.616,547.877,100.022
492,2017-124,N547E392,16,,9,"3/4""",10.9,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,392.419,547.716,100.022
493,2017-124,N547E392,16,,10,"1/2""",1.2,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,392.375,547.782,100.007
494,2017-124,N547E392,16,,11,"1/2""",2.1,TRUE,FALSE,TRUE,Medial,FALSE,FALSE,,,FALSE,,FALSE,,,392.219,547.709,100.022
503,2017-124,N547E392,16,,12,"1/2""",4.4,TRUE,FALSE,TRUE,Complete,TRUE,TRUE,Biface,projectile point,FALSE,,FALSE,,Drill?,392.151,547.851,100.019
495,2017-124,N547E392,16,,13,"1""",12.2,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,392.635,547.217,99.998
496,2017-124,N547E392,16,,14,"1/4""",1.4,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,392.24,547.153,99.998
497,2017-124,N547E392,16,,15,"1/4""",1.8,TRUE,FALSE,TRUE,Medial,FALSE,FALSE,,,FALSE,,FALSE,,,392.261,547.272,99.984
505,2017-124,N547E392,16,,16,"1""",32.1,TRUE,FALSE,FALSE,,FALSE,FALSE,Other,Cobble,FALSE,,FALSE,,,392.126,547.031,100.017
498,2017-124,N547E392,16,,17,"1/2""",2.3,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,392.933,547.564,100.019
499,2017-124,N547E392,16,,20,"1/4""",1.8,TRUE,TRUE,TRUE,Medial,FALSE,FALSE,,,FALSE,,FALSE,,,392.195,547.691,100.011
500,2017-124,N547E392,16,,22,"3/4""",10.4,TRUE,FALSE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,392.619,547.548,100
73,2017-053,N547E390,14,,26,"1""",26.6,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,Clear concavity on both surfaces,390.092,547.926,100.068
87,2017-053,N547E390,14,,27,"3/4""",10.3,TRUE,FALSE,FALSE,,TRUE,TRUE,Biface,fragment,FALSE,,FALSE,,,390.067,547.604,100.074
74,2017-053,N547E390,14,,28,"3/4""",15.2,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,390.039,547.55,100.083
88,2017-053,N547E390,14,,29,"1""",33.3,TRUE,TRUE,TRUE,Complete,TRUE,FALSE,Biface,other,FALSE,,FALSE,,,390.053,547.201,100.087
90,2017-053,N547E390,14,,30,"1""",109.6,FALSE,FALSE,FALSE,,FALSE,FALSE,Other,sandstone,FALSE,,FALSE,,,390.318,547.206,100.051
75,2017-053,N547E390,14,,31,"1/2""",2.8,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,390.389,547.583,100.094
76,2017-053,N547E390,14,,32,"1/2""",1.3,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.382,547.594,100.094
77,2017-053,N547E390,14,,33,"1""",29.8,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,390.655,547.036,100.091
78,2017-053,N547E390,14,,34,"1""",7.3,TRUE,TRUE,TRUE,Distal,FALSE,TRUE,,,FALSE,,FALSE,,,390.828,547.049,100.077
79,2017-053,N547E390,14,,35,"1/2""",2.3,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.815,547.457,100.079
80,2017-053,N547E390,14,,36,"1/2""",1.6,TRUE,FALSE,TRUE,Medial,FALSE,TRUE,,,FALSE,,FALSE,,,390.835,547.626,100.061
81,2017-053,N547E390,14,,37,"3/4""",5.3,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,390.952,547.856,100.08
82,2017-053,N547E390,14,,38,"1/2""",3,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,390.459,547.934,100.09
997,2017-229,N548E392,11,,4,"1/2""",2,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,392.464,548.23,100.178
998,2017-229,N548E392,11,,6,"1/2""",3.3,TRUE,TRUE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,392.38,548.451,100.214
999,2017-229,N548E392,11,,7,"1/2""",2.3,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,392.42,548.542,100.198
1000,2017-229,N548E392,11,,8,"1/2""",2.8,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,392.443,548.549,100.197
1001,2017-229,N548E392,11,,9,"1/2""",1.4,TRUE,FALSE,TRUE,Distal,FALSE,TRUE,,,FALSE,,FALSE,,,392.256,548.735,100.224
1012,2017-229,N548E392,11,,10,"3/4""",19.6,TRUE,FALSE,FALSE,,FALSE,FALSE,Other,Cobble,FALSE,,FALSE,,,392.271,548.976,100.178
1002,2017-229,N548E392,11,,11,"1/2""",1.6,TRUE,TRUE,TRUE,Distal,FALSE,TRUE,,,FALSE,,FALSE,,,392.136,548.808,100.183
1003,2017-229,N548E392,11,,12,"1/2""",1.4,TRUE,FALSE,TRUE,Distal,FALSE,TRUE,,,FALSE,,FALSE,,,392.089,548.699,100.172
1004,2017-229,N548E392,11,,13,"1/4""",1.1,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,392.223,548.477,100.198
1005,2017-229,N548E392,11,,14,"1/2""",2.1,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,392.207,548.423,100.23
1011,2017-229,N548E392,11,,15,"1""",26.8,FALSE,FALSE,FALSE,,FALSE,FALSE,Other,Sandstone,FALSE,,FALSE,,Preform?,392.35,548.205,100.174
1006,2017-229,N548E392,11,,16,"1/2""",1.9,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,392.266,548.25,100.171
1007,2017-229,N548E392,11,,17,"1/2""",1.8,TRUE,TRUE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,392.25,548.307,100.158
1008,2017-229,N548E392,11,,18,"3/4""",11.5,TRUE,TRUE,TRUE,Proximal,FALSE,FALSE,,,FALSE,,FALSE,,,392.19,548.301,100.161
1009,2017-229,N548E392,11,,19,"1/2""",3.4,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,392.146,548.142,100.18
1010,2017-229,N548E392,11,,20,"1/2""",8.7,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,392.388,548,100.173
513,2017-126,N547E392,17,,1,"1/2""",6.2,TRUE,FALSE,TRUE,Complete,TRUE,FALSE,Biface,projectile point,FALSE,,FALSE,,,392.421,547.198,99.979
108,2017-055,N547E390,15,,1,"1/2""",3.7,TRUE,FALSE,TRUE,Complete,TRUE,FALSE,Biface,projectile point,FALSE,,FALSE,,,390.232,547.25,100.051
755,2017-196,N548E391,12,,1,"3/4""",13.8,FALSE,FALSE,FALSE,,FALSE,FALSE,Other,Sandstone,FALSE,,FALSE,,Mostly complete with broken base; Quad? Side-notched Dalton?,391.898,548.819,100.236
738,2017-196,N548E391,12,,2,"1/4""",2.3,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.856,548.704,100.271
739,2017-196,N548E391,12,,3,"3/4""",6.8,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.719,548.622,100.264
740,2017-196,N548E391,12,,4,"1/2""",0.8,TRUE,FALSE,TRUE,Shatter,FALSE,FALSE,,,FALSE,,FALSE,,,391.975,548.601,100.29
741,2017-196,N548E391,12,,5,"1/4""",0.4,TRUE,FALSE,TRUE,Distal,FALSE,TRUE,,,FALSE,,FALSE,,,391.866,548.353,100.272
742,2017-196,N548E391,12,,6,"1/4""",1.2,TRUE,FALSE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.352,548.928,100.261
743,2017-196,N548E391,12,,7,"1/2""",0.7,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.23,548.886,100.255
744,2017-196,N548E391,12,,8,"1/2""",1,TRUE,TRUE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.118,548.776,100.289
745,2017-196,N548E391,12,,9,"1/2""",1,TRUE,TRUE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.14,548.604,100.289
746,2017-196,N548E391,12,,10,"1/4""",0.6,TRUE,FALSE,TRUE,Distal,FALSE,FALSE,,,FALSE,,FALSE,,,391.134,548.382,100.284
747,2017-196,N548E391,12,,11,"1/2""",4,TRUE,TRUE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.363,548.386,100.266
748,2017-196,N548E391,12,,12,"1/4""",0.3,TRUE,TRUE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.276,548.273,100.255
749,2017-196,N548E391,12,,13,"1/4""",1,TRUE,FALSE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.31,548.23,100.265
750,2017-196,N548E391,12,,14,"1/2""",3.3,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.419,548.138,100.257
751,2017-196,N548E391,12,,15,"1/2""",2.5,TRUE,TRUE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.542,548.135,100.286
752,2017-196,N548E391,12,,16,"1/4""",1,TRUE,FALSE,TRUE,Proximal,FALSE,FALSE,,,FALSE,,FALSE,,,391.109,548.146,100.262
753,2017-196,N548E391,12,,17,"1/2""",1.2,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.078,548.104,100.287
754,2017-196,N548E391,12,,18,"1/2""",2.9,TRUE,TRUE,TRUE,Distal,FALSE,TRUE,,,FALSE,,FALSE,,,391.047,548.174,100.26
215,2017-085,N547E391,13,,1,"1/4""",2.3,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.157,547.274,100.128
216,2017-085,N547E391,13,,2,"1/2""",1.6,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.134,547.383,100.139
217,2017-085,N547E391,13,,3,"1/4""",0.8,TRUE,TRUE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.147,547.454,100.142
218,2017-085,N547E391,13,,4,"3/4""",3.9,TRUE,TRUE,TRUE,Distal,FALSE,TRUE,,,FALSE,,FALSE,,,391.214,547.414,100.145
219,2017-085,N547E391,13,,5,"1/2""",1.7,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.161,547.511,100.135
220,2017-085,N547E391,13,,6,"1/2""",3.6,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.297,547.504,100.127
221,2017-085,N547E391,13,,7,"1/2""",2.2,TRUE,TRUE,TRUE,Distal,FALSE,TRUE,,,FALSE,,FALSE,,,391.255,547.627,100.13
222,2017-085,N547E391,13,,8,"1/4""",0.7,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.324,547.631,100.127
223,2017-085,N547E391,13,,9,"1/2""",2,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.197,547.653,100.138
224,2017-085,N547E391,13,,10,"1/2""",1.6,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.24,547.648,100.136
225,2017-085,N547E391,13,,11,"1/4""",0.9,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.298,547.71,100.14
226,2017-085,N547E391,13,,12,"1/2""",1,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.417,547.812,100.141
227,2017-085,N547E391,13,,13,"1/4""",0.4,TRUE,FALSE,TRUE,Distal,FALSE,FALSE,,,FALSE,,FALSE,,,391.493,547.792,100.126
228,2017-085,N547E391,13,,14,"3/4""",5.4,TRUE,FALSE,TRUE,Proximal,FALSE,FALSE,,,FALSE,,FALSE,,,391.452,547.883,100.117
229,2017-085,N547E391,13,,15,"1/4""",0.4,TRUE,FALSE,TRUE,Medial,FALSE,TRUE,,,FALSE,,FALSE,,,391.531,547.664,100.129
230,2017-085,N547E391,13,,16,"1/4""",0.7,TRUE,TRUE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.523,547.594,100.139
231,2017-085,N547E391,13,,17,"1/2""",10.5,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.697,547.939,100.147
232,2017-085,N547E391,13,,18,"1/2""",5,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.655,547.882,100.126
233,2017-085,N547E391,13,,19,"1/4""",1,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.793,547.955,100.149
234,2017-085,N547E391,13,,20,"1/4""",0.9,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.806,547.816,100.116
235,2017-085,N547E391,13,,21,"1/2""",1.5,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.833,547.756,100.135
236,2017-085,N547E391,13,,22,"1/2""",2.4,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.829,547.703,100.131
237,2017-085,N547E391,13,,23,"1/4""",0.4,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.756,547.775,100.128
238,2017-085,N547E391,13,,24,"1/2""",1.3,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.589,547.746,100.134
239,2017-085,N547E391,13,,25,"1/2""",1.2,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.619,547.681,100.138
240,2017-085,N547E391,13,,26,"1/4""",0.6,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.625,547.645,100.136
241,2017-085,N547E391,13,,27,"3/4""",8.5,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.719,547.658,100.118
242,2017-085,N547E391,13,,28,"1/2""",1.6,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.709,547.616,100.12
243,2017-085,N547E391,13,,29,"1/4""",0.6,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.632,547.622,100.124
244,2017-085,N547E391,13,,30,"1/4""",1.3,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.674,547.669,100.124
245,2017-085,N547E391,13,,31,"1/4""",0.5,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.69,547.488,100.136
246,2017-085,N547E391,13,,32,"1/2""",8,TRUE,TRUE,TRUE,Shatter,FALSE,FALSE,,,FALSE,,FALSE,,,391.657,547.326,100.137
524,2017-163,N548E390,10,,1,"1/4""",0.5,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.804,548.859,100.274
528,2017-163,N548E390,10,,2,"1/4""",1.9,FALSE,FALSE,FALSE,,FALSE,FALSE,,,FALSE,,FALSE,,Refits with N547E390-14 #19,390.495,548.844,100.298
525,2017-163,N548E390,10,,3,"1/4""",0.8,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,390.638,548.371,100.291
526,2017-163,N548E390,10,,4,"1""",16,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.319,548.168,100.276
527,2017-163,N548E390,10,,5,"1/4""",0.8,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.391,548.165,100.313
506,2017-126,N547E392,17,,3,"3/4""",5.4,TRUE,TRUE,TRUE,Medial,FALSE,TRUE,,,FALSE,,FALSE,,,392.299,547.8,99.972
507,2017-126,N547E392,17,,4,"3/4""",5.9,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,392.475,547.921,99.997
508,2017-126,N547E392,17,,5,"1/2""",2.9,TRUE,FALSE,TRUE,Proximal,FALSE,FALSE,,,FALSE,,FALSE,,,392.54,547.836,99.956
509,2017-126,N547E392,17,,6,"1/4""",1.7,TRUE,FALSE,TRUE,Medial,FALSE,FALSE,,,FALSE,,FALSE,,,392.782,547.568,99.976
510,2017-126,N547E392,17,,7,"1/2""",1.8,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,392.691,547.104,99.978
514,2017-126,N547E392,17,,8,"1/2""",3.4,TRUE,FALSE,TRUE,Distal,TRUE,FALSE,Biface,projectile point,FALSE,,FALSE,,,392.465,547.267,99.943
511,2017-126,N547E392,17,,9,"1""",25.1,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,392.327,547.139,99.95
512,2017-126,N547E392,17,,10,"1/2""",2.2,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,392.297,547.209,99.956
1019,2017-231,N548E392,12,,7,"1/2""",2,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,392.442,548.398,100.142
1020,2017-231,N548E392,12,,9,"3/4""",10.8,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,392.421,548.13,100.139
1021,2017-231,N548E392,12,,10,"3/4""",3.8,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,392.065,548.092,100.147
1022,2017-231,N548E392,12,,11,"1/2""",3.2,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,392.117,548.56,100.118
1023,2017-231,N548E392,12,,12,"3/4""",5,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,392.097,548.64,100.148
1024,2017-231,N548E392,12,,13,"3/4""",4.3,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,392.073,548.731,100.139
1025,2017-231,N548E392,12,,14,"3/4""",21.5,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,392.177,548.754,100.142
1026,2017-231,N548E392,12,,15,"1/4""",1,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,392.296,548.691,100.174
93,2017-055,N547E390,15,,3,"1/2""",2.8,TRUE,TRUE,TRUE,Distal,FALSE,TRUE,,,FALSE,,FALSE,,,390.189,547.844,100.074
94,2017-055,N547E390,15,,4,"1/2""",5.7,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,390.121,547.187,100.038
95,2017-055,N547E390,15,,5,"1/2""",3.2,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,390.233,547.277,100.048
96,2017-055,N547E390,15,,6,"1/2""",2.8,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.231,547.327,100.06
97,2017-055,N547E390,15,,7,"1/2""",4.2,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,390.247,547.321,100.056
98,2017-055,N547E390,15,,8,"1/2""",7,TRUE,TRUE,TRUE,Shatter,FALSE,FALSE,,,FALSE,,FALSE,,,390.291,547.122,100.051
109,2017-055,N547E390,15,,9,"1""",19.1,TRUE,FALSE,TRUE,Complete,TRUE,TRUE,Biface,other,FALSE,,FALSE,,Base,390.358,547.227,100.03
99,2017-055,N547E390,15,,10,"1/2""",4.6,TRUE,TRUE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,390.442,547.488,100.04
100,2017-055,N547E390,15,,11,"1/2""",3.3,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.365,547.623,100.054
116,2017-055,N547E390,15,,12,"1""",24.6,TRUE,FALSE,FALSE,,FALSE,FALSE,Other,Cobble,FALSE,,FALSE,,Unilateral edge retouch,390.484,547.632,100.065
101,2017-055,N547E390,15,,13,"1/2""",4.9,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,390.553,547.608,100.062
102,2017-055,N547E390,15,,14,"3/4""",8,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,390.571,547.186,100.019
787,2017-198,N548E391,13,,1,"1/2""",4.6,TRUE,FALSE,TRUE,,TRUE,FALSE,Biface,projectile point,FALSE,,FALSE,,,391.123,548.692,100.241
103,2017-055,N547E390,15,,15,"3/4""",9.5,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.562,547.291,100.032
104,2017-055,N547E390,15,,16,"1/2""",5.6,TRUE,TRUE,TRUE,Shatter,FALSE,FALSE,,,FALSE,,FALSE,,,390.674,547.242,100.034
105,2017-055,N547E390,15,,17,"1/2""",1.6,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.002,547.226,100.038
106,2017-055,N547E390,15,,18,"1/2""",3.6,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.967,547.386,100.047
107,2017-055,N547E390,15,,19,"1""",45.4,TRUE,TRUE,TRUE,Shatter,FALSE,FALSE,,,FALSE,,FALSE,,Bone?,390.861,547.623,100.019
110,2017-055,N547E390,15,,20,"1/2""",5,TRUE,FALSE,TRUE,Distal,TRUE,TRUE,Biface,projectile point,FALSE,,FALSE,,,390.753,547.401,100.033
